chr	pos	gene	strand	type	stop_pos
chr6	41921095	MED20	reverse	five_prime_utr	41921045
chr2	208254953	IDH1	reverse	five_prime_utr	208253909
chr4	122922927	NUDT6	reverse	five_prime_utr	122922898
chr17	40100494	NR1D1	reverse	five_prime_utr	40100342
chr5	138331673	CDC25C	reverse	five_prime_utr	138331620
chr10	29634925	SVIL	reverse	five_prime_utr	29634776
chr15	72271092	PARP6	reverse	five_prime_utr_three_prime_utr	72270934
chr17	78130833	TMC8	forward	five_prime_utr	78131375
chr1	151055934	CDC42SE1	reverse	five_prime_utr	151055905
chr11	10855037	ZBED5	reverse	five_prime_utr	10854993
chr7	142855308	EPHB6	forward	five_prime_utr	142855403
chr11	65615981	PCNX3	forward	five_prime_utr	65616124
chr11	64234751	VEGFB	forward	five_prime_utr	64234792
chr16	50287914	ADCY7	forward	five_prime_utr	50288087
chr8	22231955	PHYHIP	reverse	five_prime_utr	22231899
chr6	139135244	HECA	forward	five_prime_utr	139135363
chr13	102798938	KDELC1	reverse	five_prime_utr	102798846
chr11	33891960	LMO2	reverse	five_prime_utr	33891913
chr6	32972833	BRD2	forward	five_prime_utr	32972871
chr6	8435465	SLC35B3	reverse	five_prime_utr	8435397
chr11	31811005	PAX6	reverse	five_prime_utr	31810943
chr5	146182637	LARS	reverse	five_prime_utr	146182602
chr1	241848755	EXO1	forward	five_prime_utr	241848802
chr7	87876199	SLC25A40	reverse	five_prime_utr	87858736
chr7	87152532	DMTF1	forward	five_prime_utr	87154452
chr1	40531743	ZNF684	forward	five_prime_utr	40531817
chr8	29350587	DUSP4	reverse	five_prime_utr	29350549
chr19	51573267	ZNF175	forward	five_prime_utr	51573314
chr2	174682821	WIPF1	reverse	five_prime_utr	174673802
chr5	95731403	RHOBTB3	forward	five_prime_utr	95731483
chr6	31158941	TCF19	forward	five_prime_utr	31158985
chr11	69294268	MYEOV	forward	five_prime_utr	69294318
chr5	55227247	MCIDAS	reverse	five_prime_utr	55227218
chr6	32838696	TAP2	reverse	five_prime_utr	32838649
chr12	25959034	RASSF8	forward	five_prime_utr	26055239
chr20	49046388	CSE1L	forward	five_prime_utr	49046504
chr2	62705923	EHBP1	forward	five_prime_utr	62706940
chr3	51995931	RPL29	reverse	five_prime_utr	51995881
chr18	63319877	BCL2	reverse	five_prime_utr	63319833
chr17	44198284	ATXN7L3	reverse	five_prime_utr	44198105
chr20	10413911	MKKS	reverse	five_prime_utr_three_prime_utr	10413735
chr17	30832279	ATAD5	forward	five_prime_utr	30832320
chr7	116672457	MET	forward	five_prime_utr	116672492
chr7	16646221	BZW2	forward	five_prime_utr	16646292
chr3	177197173	TBL1XR1	reverse	five_prime_utr	177110860
chr2	180981362	UBE2E3	forward	five_prime_utr	180982032
chr8	144490151	PPP1R16A	forward	five_prime_utr	144490216
chr16	89098663	ACSF3	forward	five_prime_utr	89098719
chr3	98732392	ST3GAL6	forward	five_prime_utr	98732475
chr1	155308855	FDPS	forward	five_prime_utr	155309028
chr19	52857592	ZNF28	reverse	five_prime_utr	52857359
chr17	44947668	KIF18B	reverse	five_prime_utr	44947624
chr17	56594088	NOG	forward	five_prime_utr	56594120
chr11	32927189	QSER1	forward	five_prime_utr	32927991
chr19	58387328	RPS5	forward	five_prime_utr	58387369
chr1	179043735	FAM20B	forward	five_prime_utr	179043803
chrX	134797211	FAM122B	reverse	five_prime_utr	134797074
chr21	37367537	DYRK1A	forward	five_prime_utr	37367632
chr12	46268968	SLC38A1	reverse	five_prime_utr	46268861
chr3	184174861	AP2M1	forward	five_prime_utr	184175046
chr1	205811077	SLC41A1	reverse	five_prime_utr	205811033
chr21	45128530	ADARB1	forward	five_prime_utr	45128577
chr8	66493552	C8orf46	forward	five_prime_utr	66493593
chr6	96924853	KLHL32	forward	five_prime_utr	96925050
chr9	83980556	HNRNPK	reverse	five_prime_utr	83980503
chr11	61362082	CYB561A3	reverse	five_prime_utr	61362053
chr11	33257634	HIPK3	forward	five_prime_utr	33257789
chr15	40695178	RAD51	forward	five_prime_utr	40695429
chr2	218737602	TTLL4	forward	five_prime_utr	218737664
chr1	169794838	METTL18	reverse	five_prime_utr	169793814
chr14	105491020	C14orf80	forward	five_prime_utr_three_prime_utr	105491094
chr3	9363424	THUMPD3	forward	five_prime_utr	9363525
chr7	5781618	RNF216	reverse	five_prime_utr	5781544
chr6	111780602	FYN	reverse	five_prime_utr	111780540
chr1	186375876	C1orf27	forward	five_prime_utr	186375968
chr4	82900483	THAP9-AS1	reverse	five_prime_utr	82900167
chr10	29658021	SVIL	reverse	five_prime_utr	29657983
chr15	59438249	FAM81A	forward	five_prime_utr	59439064
chr6	32153073	PRRT1	reverse	five_prime_utr	32153026
chr14	74692168	AREL1	reverse	five_prime_utr	74692088
chr14	45253133	MIS18BP1	reverse	five_prime_utr	45247357
chr11	111913109	CRYAB	reverse	five_prime_utr	111911865
chr10	18651475	NSUN6	reverse	five_prime_utr	18651383
chr12	48106048	SENP1	reverse	five_prime_utr	48105995
chr4	15681733	FAM200B	forward	five_prime_utr	15681783
chr17	8295204	SLC25A35	reverse	five_prime_utr	8295073
chr6	31972023	DXO	reverse	five_prime_utr	31971961
chr7	43583206	STK17A	forward	five_prime_utr	43583238
chr5	180494419	CNOT6	forward	five_prime_utr	180494550
chr20	62256071	OSBPL2	forward	five_prime_utr	62256115
chr17	31321546	EVI2A	reverse	five_prime_utr	31321511
chr15	52019251	MAPK6	forward	five_prime_utr	52045844
chr19	52139891	ZNF616	reverse	five_prime_utr	52139766
chr1	43538204	PTPRF	forward	five_prime_utr	43538236
chr9	75088053	NMRK1	reverse	five_prime_utr	75087901
chr9	134025976	LINC00094	forward	five_prime_utr	134026029
chr7	56034019	PSPH	reverse	five_prime_utr	56033957
chr7	72879450	POM121	forward	five_prime_utr	72879524
chr10	88880572	STAMBPL1	forward	five_prime_utr	88901681
chr6	149648509	KATNA1	reverse	five_prime_utr	149648465
chr1	236524737	LGALS8	forward	five_prime_utr	236525996
chr16	65121936	CDH11	reverse	five_prime_utr	65053869
chr11	96387605	CCDC82	reverse	five_prime_utr	96387483
chr16	57999508	ZNF319	reverse	five_prime_utr	57998434
chr5	24593602	CDH10	reverse	five_prime_utr	24593555
chr11	68030690	NDUFS8	forward	five_prime_utr	68030758
chr6	34236937	HMGA1	forward	five_prime_utr	34237014
chr14	57269178	AP5M1	forward	five_prime_utr	57269291
chr3	44338788	TCAIM	forward	five_prime_utr	44354745
chr3	136819259	SLC35G2	forward	five_prime_utr	136819342
chr3	49412032	RHOA	reverse	five_prime_utr	49411922
chr2	218710997	TTLL4	forward	five_prime_utr	218737648
chr6	79234691	HMGN3	reverse	five_prime_utr	79234566
chr15	72271092	PARP6	reverse	five_prime_utr_three_prime_utr	72267664
chr2	10396847	HPCAL1	forward	five_prime_utr	10396888
chr19	9538280	ZNF426	reverse	five_prime_utr	9536304
chr1	35031676	ZMYM6	reverse	five_prime_utr	35031626
chr6	133241706	EYA4	forward	five_prime_utr	133274719
chr1	109283147	PSRC1	reverse	five_prime_utr	109282726
chr18	22933983	RBBP8	forward	five_prime_utr	22936792
chr3	46354115	CCR2	forward	five_prime_utr	46354300
chr5	68226299	PIK3R1	forward	five_prime_utr	68226379
chr4	141133255	RNF150	reverse	five_prime_utr	141133136
chr4	129096172	C4orf33	forward	five_prime_utr	129102602
chr13	50082296	DLEU1	forward	five_prime_utr	50082358
chr9	123184203	STRBP	reverse	five_prime_utr	123184141
chr4	30720417	PCDH7	forward	five_prime_utr	30720569
chr7	23531975	TRA2A	reverse	five_prime_utr	23531889
chr1	45660246	GPBP1L1	reverse	five_prime_utr	45659107
chr22	38794118	DNAL4	reverse	five_prime_utr	38785971
chr9	35732564	CREB3	forward	five_prime_utr	35732608
chrX	103356579	TCEAL9	forward	five_prime_utr	103357640
chr5	108747967	FER	forward	five_prime_utr	108768118
chr19	11356835	PLPPR2	forward	five_prime_utr	11356963
chr9	26947457	PLAA	reverse	five_prime_utr	26947272
chrX	63351113	LINC01278	reverse	five_prime_utr	63350994
chr16	3065643	IL32	forward	five_prime_utr	3065714
chr6	7108031	RREB1	forward	five_prime_utr	7176699
chr13	38687283	FREM2	forward	five_prime_utr	38687318
chr16	30949192	ORAI3	forward	five_prime_utr	30949260
chr19	43780932	KCNN4	reverse	five_prime_utr	43780882
chr17	41918913	ACLY	reverse	five_prime_utr	41913893
chr17	67377619	PITPNC1	forward	five_prime_utr	67377669
chr8	133571871	ST3GAL1	reverse	five_prime_utr	133571794
chr8	53843253	ATP6V1H	reverse	five_prime_utr	53843149
chr13	113491195	TMCO3	forward	five_prime_utr	113491233
chr19	58230394	ZNF544	forward	five_prime_utr	58230432
chrX	48574539	RBM3	forward	five_prime_utr	48574577
chr19	39445753	SUPT5H	forward	five_prime_utr	39445785
chr11	66002967	BANF1	forward	five_prime_utr	66003239
chr17	63826971	FTSJ3	reverse	five_prime_utr	63826924
chr12	51270061	SMAGP	reverse	five_prime_utr	51269284
chr1	151006772	FAM63A	reverse	five_prime_utr	151006713
chr14	58424070	TIMM9	reverse	five_prime_utr	58423996
chr8	22141632	REEP4	reverse	five_prime_utr	22141564
chr4	15681928	FAM200B	forward	five_prime_utr	15686291
chr13	24922786	CENPJ	reverse	five_prime_utr	24922757
chr4	15684731	FAM200B	forward	five_prime_utr	15686266
chr3	119240317	B4GALT4	reverse	five_prime_utr	119236905
chr14	69767188	SRSF5	forward	five_prime_utr	69767259
chr11	123062104	HSPA8	reverse	five_prime_utr	123062060
chr18	24397707	OSBPL1A	reverse	five_prime_utr	24397663
chrX	48476297	FTSJ1	forward	five_prime_utr	48476326
chr3	40525069	ZNF621	forward	five_prime_utr	40525785
chr22	19718586	SEPT5	forward	five_prime_utr	19718639
chr9	136373573	CARD9	reverse	five_prime_utr	136373508
chr17	50200166	COL1A1	reverse	five_prime_utr	50200104
chr12	6341964	TNFRSF1A	reverse	five_prime_utr	6341824
chr9	107283327	RAD23B	forward	five_prime_utr	107283389
chr12	50222607	LIMA1	reverse	five_prime_utr	50222512
chr17	8376617	KRBA2	reverse	five_prime_utr	8376510
chr7	129054956	TNPO3	reverse	five_prime_utr	129054906
chr8	103300034	FZD6	forward	five_prime_utr	103300102
chr22	41091795	EP300	forward	five_prime_utr	41091863
chr6	70415311	FAM135A	forward	five_prime_utr	70426474
chr4	40197085	RHOH	forward	five_prime_utr	40197246
chrX	10620402	MID1	reverse	five_prime_utr	10620361
chr4	2241560	HAUS3	reverse	five_prime_utr	2241516
chr2	68466449	FBXO48	reverse	five_prime_utr	68466366
chr5	177303457	RAB24	reverse	five_prime_utr	177303407
chr11	910828	CHID1	reverse	five_prime_utr	908568
chrX	55452180	MAGEH1	forward	five_prime_utr	55452221
chr17	15945169	ADORA2B	forward	five_prime_utr	15945219
chr8	9151427	PPP1R3B	reverse	five_prime_utr	9151203
chr3	49470329	DAG1	forward	five_prime_utr	49476872
chr18	13726399	FAM210A	reverse	five_prime_utr	13726325
chr15	58987967	RNF111	forward	five_prime_utr	58988188
chr3	15601551	HACL1	reverse	five_prime_utr	15601513
chrX	101623162	ARMCX3	forward	five_prime_utr	101624168
chr6	85449890	NT5E	forward	five_prime_utr	85449958
chr9	88388512	SPIN1	forward	five_prime_utr	88388571
chr8	81111909	PAG1	reverse	five_prime_utr	81111742
chr20	35460060	CEP250	forward	five_prime_utr	35460098
chr11	62601736	MTA2	reverse	five_prime_utr	62601641
chr19	47231124	BBC3	reverse	five_prime_utr	47230858
chr8	51861222	PCMTD1	reverse	five_prime_utr	51861178
chr1	203796426	ZC3H11A	forward	five_prime_utr	203796467
chr6	112087678	FAM229B	forward	five_prime_utr	112097047
chr2	188292141	GULP1	forward	five_prime_utr	188383772
chr7	1539138	MAFK	forward	five_prime_utr	1539179
chr13	30465907	HMGB1	reverse	five_prime_utr	30465866
chr11	59143562	FAM111A	forward	five_prime_utr	59143669
chr3	119240599	B4GALT4	reverse	five_prime_utr	119236905
chr7	27740204	TAX1BP1	forward	five_prime_utr	27740236
chr19	43827416	ZNF283	forward	five_prime_utr	43827812
chr5	180809718	MGAT1	reverse	five_prime_utr	180809686
chr10	114174196	CCDC186	reverse	five_prime_utr	114174068
chr19	37507287	ZNF793	forward	five_prime_utr	37508345
chr1	45660335	GPBP1L1	reverse	five_prime_utr	45660180
chr4	119212682	USP53	forward	five_prime_utr	119214111
chr12	124011406	ZNF664	forward	five_prime_utr	124011557
chr11	105610156	GRIA4	forward	five_prime_utr	105610191
chr12	75209526	KCNC2	reverse	five_prime_utr	75209422
chr6	36594383	SRSF3	forward	five_prime_utr	36594469
chr15	59657502	GTF2A2	reverse	five_prime_utr	59657470
chr10	60572599	ANK3	reverse	five_prime_utr	60572564
chr9	113375478	HDHD3	reverse	five_prime_utr	113374475
chr19	23250374	ZNF724	reverse	five_prime_utr	23250327
chr14	53956678	BMP4	reverse	five_prime_utr	53956529
chr11	61333128	DDB1	reverse	five_prime_utr	61333009
chrX	16712631	CTPS2	reverse	five_prime_utr	16712554
chr1	162655327	DDR2	forward	five_prime_utr	162655395
chr12	132948260	ZNF605	reverse	five_prime_utr	132948144
chr3	53165157	PRKCD	forward	five_prime_utr	53165189
chr2	219279393	DNAJB2	forward	five_prime_utr	219279824
chr22	40463387	MKL1	reverse	five_prime_utr	40463355
chr1	27366873	MAP3K6	reverse	five_prime_utr	27366763
chr2	207529934	CREB1	forward	five_prime_utr	207530026
chr5	127030541	MARCH3	reverse	five_prime_utr	126918195
chr2	64144109	PELI1	reverse	five_prime_utr	64108373
chr3	45594620	LIMD1	forward	five_prime_utr	45594676
chr11	26994311	FIBIN	forward	five_prime_utr	26994421
chr2	218711025	TTLL4	forward	five_prime_utr	218727309
chr16	81007168	CENPN	forward	five_prime_utr	81007221
chr1	155241219	GBA	reverse	five_prime_utr	155241181
chr2	175168267	ATF2	reverse	five_prime_utr	175168082
chr1	228109188	MRPL55	reverse	five_prime_utr	228109017
chr1	154974686	CKS1B	forward	five_prime_utr	154974724
chr12	104457248	CHST11	forward	five_prime_utr	104457295
chr15	22838796	NIPA2	forward	five_prime_utr	22838918
chr11	126355813	ST3GAL4	forward	five_prime_utr	126356082
chr3	23917782	RPL15	forward	five_prime_utr	23917829
chr13	37059665	SUPT20H	reverse	five_prime_utr	37059579
chr3	97764707	ARL6	forward	five_prime_utr	97764880
chr6	24720388	C6orf62	reverse	five_prime_utr	24720332
chrX	47193987	UBA1	forward	five_prime_utr	47194028
chr16	23182746	SCNN1G	forward	five_prime_utr	23182817
chr18	21584342	ESCO1	reverse	five_prime_utr	21575748
chr17	15262546	PMP22	reverse	five_prime_utr	15262421
chr12	120534361	RNF10	forward	five_prime_utr	120534700
chr19	36515442	ZNF260	reverse	five_prime_utr	36515398
chr16	71289345	CMTR2	reverse	five_prime_utr	71285928
chr8	144490156	PPP1R16A	forward	five_prime_utr	144490194
chr20	37297439	MANBAL	forward	five_prime_utr	37297492
chr8	102864012	AZIN1	reverse	five_prime_utr	102863863
chr3	28348909	AZI2	reverse	five_prime_utr	28348697
chr9	93453491	FAM120AOS	reverse	five_prime_utr	93453255
chr20	16730073	SNRPB2	forward	five_prime_utr	16731686
chr15	92885539	LINC01578	forward	five_prime_utr	92885583
chr6	127343447	ECHDC1	reverse	five_prime_utr	127343322
chr8	81070121	PAG1	reverse	five_prime_utr	80993265
chr14	49620571	RPL36AL	reverse	five_prime_utr	49620539
chr5	111512505	STARD4	reverse	five_prime_utr	111512452
chr11	8831613	ST5	reverse	five_prime_utr	8811328
chr3	107525486	BBX	forward	five_prime_utr	107645869
chrX	38802587	MID1IP1	forward	five_prime_utr	38802679
chr3	52704915	GLT8D1	reverse	five_prime_utr	52704754
chr12	8950117	KLRG1	forward	five_prime_utr	8950155
chr17	6080375	WSCD1	forward	five_prime_utr	6080425
chr1	45686452	GPBP1L1	reverse	five_prime_utr	45686408
chr17	42824248	BECN1	reverse	five_prime_utr	42824189
chr8	23854746	STC1	reverse	five_prime_utr	23854633
chr3	183269558	B3GNT5	forward	five_prime_utr	183269644
chr17	82418575	HEXDC	forward	five_prime_utr	82419798
chr14	22957001	HAUS4	reverse	five_prime_utr	22956789
chr12	27524178	PPFIBP1	forward	five_prime_utr	27524225
chr1	145859766	PIAS3	reverse	five_prime_utr	145859659
chr10	74826617	KAT6B	forward	five_prime_utr	74826661
chr3	187139255	RPL39L	reverse	five_prime_utr	187121315
chr5	141320663	TAF7	reverse	five_prime_utr	141320514
chr12	55931202	DGKA	forward	five_prime_utr	55936435
chr16	68025470	DUS2	forward	five_prime_utr	68025544
chr5	69371062	RAD17	forward	five_prime_utr	69371097
chr16	1528788	TMEM204	forward	five_prime_utr	1534101
chr12	53181801	ZNF740	forward	five_prime_utr	53181899
chr14	38208522	SSTR1	forward	five_prime_utr	38209104
chrX	81201833	HMGN5	reverse	five_prime_utr	81201651
chr19	19033669	ARMC6	forward	five_prime_utr	19033824
chr7	76409558	SSC4D	reverse	five_prime_utr	76409526
chr12	25995066	RASSF8	forward	five_prime_utr	25995134
chr15	38252604	SPRED1	forward	five_prime_utr	38252636
chr13	36879924	SMAD9	reverse	five_prime_utr	36879736
chr9	129626207	NTMT1	forward	five_prime_utr	129626299
chr12	50764154	ATF1	forward	five_prime_utr	50764216
chr2	169799253	SSB	forward	five_prime_utr	169799318
chrX	102599712	ARMCX5-GPRASP2	forward	five_prime_utr	102599768
chr4	40197131	RHOH	forward	five_prime_utr	40197178
chr21	37073385	TTC3	forward	five_prime_utr	37087247
chr5	131316084	CDC42SE2	forward	five_prime_utr	131316167
chr1	151056710	CDC42SE1	reverse	five_prime_utr	151055913
chr22	39504470	MIEF1	forward	five_prime_utr	39511291
chr1	39788712	BMP8B	reverse	five_prime_utr	39788515
chrX	153971761	HCFC1	reverse	five_prime_utr	153971732
chr7	100428972	MEPCE	forward	five_prime_utr	100429142
chr12	93441965	UBE2N	reverse	five_prime_utr	93441936
chr15	96330779	NR2F2	forward	five_prime_utr	96330970
chr1	155308956	FDPS	forward	five_prime_utr	155309039
chr3	130894334	ATP2C1	forward	five_prime_utr	130894739
chr14	92121995	CPSF2	forward	five_prime_utr	92122084
chr2	230713194	CAB39	forward	five_prime_utr	230713238
chr12	93442118	UBE2N	reverse	five_prime_utr	93441936
chr22	36387976	MYH9	reverse	five_prime_utr	36349243
chr18	26226788	TAF4B	forward	five_prime_utr	26226922
chr1	34859701	SMIM12	reverse	five_prime_utr	34859606
chr3	40525177	ZNF621	forward	five_prime_utr	40525785
chrX	134796964	FAM122B	reverse	five_prime_utr	134796767
chr9	83978410	HNRNPK	reverse	five_prime_utr	83978279
chr19	9765005	ZNF846	reverse	five_prime_utr	9764976
chr5	140647621	NDUFA2	reverse	five_prime_utr	140647589
chr7	16646168	BZW2	forward	five_prime_utr	16646308
chr5	61162338	SMIM15	reverse	five_prime_utr	61162213
chr19	40285342	AKT2	reverse	five_prime_utr	40285184
chr18	22934061	RBBP8	forward	five_prime_utr	22936792
chr5	139648981	CXXC5	forward	five_prime_utr	139649109
chr22	38506279	DDX17	reverse	five_prime_utr	38506250
chr16	29974416	TAOK2	forward	five_prime_utr	29974652
chr22	40552169	MKL1	reverse	five_prime_utr	40552098
chr22	31750120	PRR14L	reverse	five_prime_utr	31738893
chr5	94111593	FAM172A	reverse	five_prime_utr	94111507
chr16	28211632	XPO6	reverse	five_prime_utr	28211549
chr2	71226955	PAIP2B	reverse	five_prime_utr	71226821
chr4	142846241	INPP4B	reverse	five_prime_utr	142725845
chr11	72069863	NUMA1	reverse	five_prime_utr	72069804
chr15	56243245	RFX7	reverse	five_prime_utr	56242979
chr22	29883287	MTMR3	forward	five_prime_utr	29883400
chr6	47477840	CD2AP	forward	five_prime_utr	47478022
chr3	152299830	MBNL1	forward	five_prime_utr	152299889
chr14	69399113	SLC39A9	forward	five_prime_utr	69399253
chr2	48314739	FOXN2	forward	five_prime_utr	48328568
chr1	200669826	DDX59	reverse	five_prime_utr	200669698
chr6	87095044	CGA	reverse	five_prime_utr	87094868
chr4	17810495	DCAF16	reverse	five_prime_utr	17810442
chr3	68004441	FAM19A1	forward	five_prime_utr	68004488
chr2	113890007	ACTR3	forward	five_prime_utr	113890198
chr9	119369211	BRINP1	reverse	five_prime_utr	119369062
chr1	231241226	GNPAT	forward	five_prime_utr	231241339
chr4	103076350	SLC9B2	reverse	five_prime_utr	103076264
chr11	73141995	FCHSD2	reverse	five_prime_utr	73141915
chrX	63351194	LINC01278	reverse	five_prime_utr	63350994
chr10	100185754	ERLIN1	reverse	five_prime_utr	100185698
chr14	73410029	NUMB	reverse	five_prime_utr	73409916
chr2	144520088	ZEB2	reverse	five_prime_utr	144519864
chr15	100602988	ASB7	forward	five_prime_utr	100603038
chr3	36993840	MLH1	forward	five_prime_utr_three_prime_utr	36993923
chr12	111686101	ACAD10	forward	five_prime_utr	111686139
chr1	206921925	FCMR	reverse	five_prime_utr	206921863
chr5	79612770	PAPD4	forward	five_prime_utr	79612949
chr10	124046638	CHST15	reverse	five_prime_utr	124046600
chr17	8288690	RANGRF	forward	five_prime_utr	8288764
chr11	114400425	RBM7	forward	five_prime_utr	114400454
chr2	189179711	COL5A2	reverse	five_prime_utr	189179658
chr16	74664720	RFWD3	reverse	five_prime_utr	74664580
chr14	20329346	CCNB1IP1	reverse	five_prime_utr	20329302
chr1	54053722	TCEANC2	forward	five_prime_utr	54053883
chr19	36525313	ZNF260	reverse	five_prime_utr	36525203
chr19	55258568	PPP6R1	reverse	five_prime_utr	55258431
chr20	3767744	C20orf27	reverse	five_prime_utr	3760149
chr11	36568060	RAG1	forward	five_prime_utr	36568149
chr3	141368698	ZBTB38	forward	five_prime_utr	141368748
chr19	12610922	ZNF791	forward	five_prime_utr	12611047
chr4	17810590	DCAF16	reverse	five_prime_utr	17810492
chr7	45111697	TBRG4	reverse	five_prime_utr	45109268
chr7	30285215	ZNRF2	forward	five_prime_utr	30285286
chr19	38081436	SIPA1L3	forward	five_prime_utr	38081486
chr17	77088739	SEC14L1	forward	five_prime_utr	77088768
chr4	87529074	SPARCL1	reverse	five_prime_utr	87529000
chr11	72112305	ANAPC15	reverse	five_prime_utr	72111493
chr8	98045412	RPL30	reverse	five_prime_utr	98045377
chr7	121329022	WNT16	forward	five_prime_utr	121329198
chr2	208001791	PLEKHM3	reverse	five_prime_utr	208001735
chr3	23203154	UBE2E2	forward	five_prime_utr	23203342
chr22	44173024	PARVG	forward	five_prime_utr	44173308
chr3	196568915	FBXO45	forward	five_prime_utr	196568980
chr7	5190309	WIPI2	forward	five_prime_utr	5190353
chr11	65262046	POLA2	forward	five_prime_utr	65262093
chr5	69369458	RAD17	forward	five_prime_utr	69371081
chr12	118266678	TAOK3	reverse	five_prime_utr	118266607
chr11	14359103	RRAS2	reverse	five_prime_utr	14359017
chr19	10961078	SMARCA4	forward	five_prime_utr	10961230
chr2	113173984	PSD4	forward	five_prime_utr	113182412
chr15	90994497	PRC1	reverse	five_prime_utr	90994456
chr10	113854247	DCLRE1A	reverse	five_prime_utr	113853797
chr18	77132658	MBP	reverse	five_prime_utr	77132572
chr6	16753370	ATXN1	reverse	five_prime_utr	16753197
chr19	52028294	ZNF614	reverse	five_prime_utr	52028238
chr7	108570009	DNAJB9	forward	five_prime_utr	108570107
chr1	150294032	MRPS21	forward	five_prime_utr	150294163
chr17	19282994	EPN2	forward	five_prime_utr	19283047
chr8	70608297	TRAM1	reverse	five_prime_utr	70608259
chr5	136147864	SMAD5	forward	five_prime_utr	136153593
chr12	6494093	NCAPD2	forward	five_prime_utr	6494158
chr7	100612700	MOSPD3	forward	five_prime_utr	100612735
chr1	112956210	SLC16A1	reverse	five_prime_utr	112956166
chr1	1273823	UBE2J2	reverse	five_prime_utr	1273701
chr17	36535210	PIGW	forward	five_prime_utr	36535254
chr17	59892755	TUBD1	reverse	five_prime_utr	59892693
chr4	121765075	TMEM155	reverse	five_prime_utr	121764914
chr6	45328323	RUNX2	forward	five_prime_utr	45328475
chr6	43014247	KLHDC3	forward	five_prime_utr	43014366
chr10	93702445	FRA10AC1	reverse	five_prime_utr	93702296
chr8	55773303	TMEM68	reverse	five_prime_utr	55773265
chr3	41962075	ULK4	reverse	five_prime_utr	41962028
chrX	48597635	WDR13	forward	five_prime_utr	48597712
chr5	180808982	MGAT1	reverse	five_prime_utr	180808914
chr2	189784303	ORMDL1	reverse	five_prime_utr	189783105
chr6	42879719	RPL7L1	forward	five_prime_utr	42879784
chr1	45551108	AKR1A1	forward	five_prime_utr	45552531
chr11	62706244	BSCL2	reverse	five_prime_utr	62706203
chr11	796185	SLC25A22	reverse	five_prime_utr	795149
chr3	127594846	TPRA1	reverse	five_prime_utr	127594787
chr4	109730002	PLA2G12A	reverse	five_prime_utr	109729883
chr2	190649235	NAB1	forward	five_prime_utr	190649360
chr14	103334426	EIF5	forward	five_prime_utr	103335839
chr11	104968577	CASP4	reverse	five_prime_utr	104968548
chrX	154398225	RPL10	forward	five_prime_utr	154398353
chrX	101617890	ARMCX6	reverse	five_prime_utr	101616689
chr1	19787080	TMCO4	reverse	five_prime_utr	19787033
chr8	73294662	RDH10	forward	five_prime_utr	73294883
chr12	91111468	LUM	reverse	five_prime_utr	91111394
chr8	100288219	RNF19A	reverse	five_prime_utr	100288175
chr11	73218631	P2RY2	forward	five_prime_utr	73228119
chr5	16936042	MYO10	reverse	five_prime_utr	16935968
chr18	3262175	MYL12B	forward	five_prime_utr	3262375
chr19	49813262	FUZ	reverse	five_prime_utr	49813143
chr7	72828152	TYW1B	reverse	five_prime_utr	72828081
chr4	75724291	G3BP2	reverse	five_prime_utr	75724082
chrX	41086004	USP9X	forward	five_prime_utr	41123592
chr11	2400778	TSSC4	forward	five_prime_utr	2400813
chr17	45148544	HEXIM1	forward	five_prime_utr	45148735
chr16	84504640	TLDC1	reverse	five_prime_utr	84504140
chr18	62186932	PIGN	reverse	five_prime_utr	62163623
chr12	49110871	LMBR1L	reverse	five_prime_utr	49110809
chr3	53165134	PRKCD	forward	five_prime_utr	53165235
chr8	41598453	GPAT4	forward	five_prime_utr	41598500
chrX	134796855	FAM122B	reverse	five_prime_utr	134796811
chr20	17682083	RRBP1	reverse	five_prime_utr	17682024
chr17	36535027	PIGW	forward	five_prime_utr	36535086
chr1	160262419	DCAF8	reverse	five_prime_utr	160262315
chr19	9536342	ZNF426	reverse	five_prime_utr	9536304
chr4	54064562	CHIC2	reverse	five_prime_utr	54064503
chr5	159209413	RNF145	reverse	five_prime_utr	159209354
chr4	119239338	USP53	forward	five_prime_utr	119239490
chr22	26550637	TPST2	reverse	five_prime_utr	26541681
chr6	16753340	ATXN1	reverse	five_prime_utr	16657887
chr7	6639102	ZNF316	forward	five_prime_utr	6641871
chr8	102858043	AZIN1	reverse	five_prime_utr	102857972
chr16	66880555	PDP2	forward	five_prime_utr	66880605
chr13	48412994	LPAR6	reverse	five_prime_utr	48412935
chr1	27558823	AHDC1	reverse	five_prime_utr	27558734
chr7	151060169	SLC4A2	forward	five_prime_utr	151061978
chr1	173824271	CENPL	reverse	five_prime_utr	173824158
chr2	27078980	EMILIN1	forward	five_prime_utr	27079042
chr5	120464302	PRR16	forward	five_prime_utr	120464463
chr7	134646863	BPGM	forward	five_prime_utr	134646985
chr5	7868171	FASTKD3	reverse	five_prime_utr	7868136
chr9	96418269	ZNF367	reverse	five_prime_utr	96418183
chr7	64666147	ZNF107	forward	five_prime_utr	64666200
chr6	31660399	C6orf47	reverse	five_prime_utr	31660313
chr2	201129691	CFLAR	forward	five_prime_utr	201129810
chr3	50359412	TMEM115	reverse	five_prime_utr	50359317
chr16	71808917	AP1G1	reverse	five_prime_utr	71808759
chr19	36215162	ZNF146	forward	five_prime_utr	36215239
chr3	51971854	ABHD14B	reverse	five_prime_utr	51971819
