chr	pos	gene	strand	type	stop_pos
chr3	88107370	CGGBP1	reverse	five_prime_utr	88107284
chr14	21731638	HNRNPC	reverse	five_prime_utr	21731528
chrX	47077774	CDK16	forward	five_prime_utr	47077854
chr10	24755565	KIAA1217	forward	five_prime_utr	24755666
chr1	153599652	S100A13	reverse	five_prime_utr	153599611
chr16	21964666	UQCRC2	forward	five_prime_utr	21964719
chr7	91874381	KRIT1	reverse	five_prime_utr	91874325
chr1	203596010	ATP2B4	forward	five_prime_utr	203596198
chr2	242626788	ING5	forward	five_prime_utr	242626835
chr18	11908217	MPPE1	reverse	five_prime_utr	11906294
chr12	64798346	XPOT	forward	five_prime_utr	64798450
chr8	101964656	YWHAZ	reverse	five_prime_utr	101964537
chr2	55277695	RTN4	reverse	five_prime_utr	55277492
chr19	11039239	YIPF2	reverse	five_prime_utr	11039183
chr14	31028395	G2E3	forward	five_prime_utr	31028448
chr16	85061423	KIAA0513	forward	five_prime_utr	85100524
chr11	77122968	PAK1	reverse	five_prime_utr	77122933
chr14	73925230	NUMB	reverse	five_prime_utr	73876764
chr1	86043929	DDAH1	reverse	five_prime_utr	86043879
chr11	17298322	NUCB2	forward	five_prime_utr	17298399
chr10	28966448	BAMBI	forward	five_prime_utr	28966540
chr1	45987509	PRDX1	reverse	five_prime_utr	45987468
chr5	38846375	OSMR	forward	five_prime_utr	38846497
chr12	69202122	MDM2	forward	five_prime_utr	69202205
chr3	45636198	LIMD1	forward	five_prime_utr	45636233
chr19	52901647	ZNF528	forward	five_prime_utr	52901727
chr3	182511302	ATP11B	forward	five_prime_utr	182511367
chr4	174255523	HMGB2	reverse	five_prime_utr	174255440
chr17	19185318	EPN2	forward	five_prime_utr	19185386
chr12	6677462	NOP2	reverse	five_prime_utr	6677433
chr1	226067055	TMEM63A	reverse	five_prime_utr	226066969
chr16	21610979	METTL9	forward	five_prime_utr	21611029
chr1	23435539	LUZP1	reverse	five_prime_utr	23420869
chr12	55378429	TESPA1	reverse	five_prime_utr	55378325
chr11	57440323	ZDHHC5	forward	five_prime_utr	57440388
chr15	68570212	FEM1B	forward	five_prime_utr	68570310
chr1	63249854	ATG4C	forward	five_prime_utr	63249961
chr17	75137139	SEC14L1	forward	five_prime_utr	75137183
chr19	21688418	ZNF429	forward	five_prime_utr	21688516
chr1	185286333	IVNS1ABP	reverse	five_prime_utr	185280413
chr16	1359650	UBE2I	forward	five_prime_utr	1359778
chr22	41697612	ZC3H7B	forward	five_prime_utr	41697665
chr14	51134983	SAV1	reverse	five_prime_utr	51134867
chr2	9560216	ITGB1BP1	reverse	five_prime_utr	9560133
chr10	22610471	COMMD3-BMI1	forward	five_prime_utr	22610500
chr16	75182528	ZFP1	forward	five_prime_utr	75182599
chr5	169407390	FAM196B	reverse	five_prime_utr	169407358
chr7	107204516	DUS4L	forward	five_prime_utr	107204731
chr19	41859431	TGFB1	reverse	five_prime_utr	41859246
chr15	74988322	EDC3	reverse	five_prime_utr	74985333
chr8	103855974	AZIN1	reverse	five_prime_utr	103855945
chr11	47270501	NR1H3	forward	five_prime_utr	47272056
chr8	42952694	POMK	forward	five_prime_utr	42957681
chr2	71558959	ZNF638	forward	five_prime_utr	71558991
chr11	68287028	PPP6R3	forward	five_prime_utr	68287060
chr20	42295731	MYBL2	forward	five_prime_utr	42295793
chr5	180650757	TRIM41	forward	five_prime_utr	180650828
chr11	125439354	EI24	forward	five_prime_utr	125442405
chr8	145218687	MROH1	forward	five_prime_utr	145218719
chr8	143781549	LY6K	forward	five_prime_utr	143781770
chr4	142557896	IL15	forward	five_prime_utr	142557949
chr7	56118955	PSPH	reverse	five_prime_utr	56118866
chr16	68057171	DUS2	forward	five_prime_utr	68057239
chr13	31736088	HSPH1	reverse	five_prime_utr	31736032
chr7	112090546	IFRD1	forward	five_prime_utr	112090632
chr11	13331537	ARNTL	forward	five_prime_utr	13371517
chr19	4639597	TNFAIP8L1	forward	five_prime_utr	4639641
chr4	188916962	ZFP42	forward	five_prime_utr	188920792
chr12	15374219	RERG	reverse	five_prime_utr	15374133
chr5	56471998	GPBP1	forward	five_prime_utr	56472072
chr13	30127970	SLC7A1	reverse	five_prime_utr	30127929
chr11	75201771	GDPD5	reverse	five_prime_utr	75201354
chr9	116037864	CDC26	reverse	five_prime_utr	116037658
chr12	54673798	CBX5	reverse	five_prime_utr	54673751
chr16	57219828	FAM192A	reverse	five_prime_utr	57212698
chr11	31832808	PAX6	reverse	five_prime_utr	31832378
chr12	46766466	SLC38A2	reverse	five_prime_utr	46766341
chr15	70389946	TLE3	reverse	five_prime_utr	70389881
chr1	185126036	TRMT1L	reverse	five_prime_utr	185125902
chr19	24216360	CTD-2017D11.1	forward	five_prime_utr	24216392
chr5	112073594	APC	forward	five_prime_utr	112073626
chr20	32619386	RALY	forward	five_prime_utr	32619418
chr7	150212007	GIMAP7	forward	five_prime_utr	150212123
chr4	108816510	SGMS2	forward	five_prime_utr	108816557
chr20	1875135	SIRPA	forward	five_prime_utr	1875272
chr2	201983404	CFLAR	forward	five_prime_utr	201983760
chr19	22028261	ZNF43	reverse	five_prime_utr	22026123
chr19	11456850	TMEM205	reverse	five_prime_utr	11456779
chr1	1711386	NADK	reverse	five_prime_utr	1696848
chr1	12040510	MFN2	forward	five_prime_utr	12040539
chr19	24216353	ZNF254	forward	five_prime_utr	24216427
chr14	100841668	WARS	reverse	five_prime_utr	100841591
chr5	58571392	PDE4D	reverse	five_prime_utr	58571309
chr11	43902524	ALKBH3	forward	five_prime_utr	43902589
chr2	37873954	CDC42EP3	reverse	five_prime_utr	37873898
chr8	22298731	PPP3CC	forward	five_prime_utr	22298823
chr4	1723042	TMEM129	reverse	five_prime_utr	1722992
chr5	156607906	ITK	forward	five_prime_utr	156607947
chr12	8185530	FOXJ2	forward	five_prime_utr	8185709
chr12	122242096	SETD1B	forward	five_prime_utr	122242639
chr10	15139701	RPP38	forward	five_prime_utr	15139802
chr19	58125644	ZNF134	forward	five_prime_utr	58125685
chr3	51976395	PARP3	forward	five_prime_utr	51976547
chr15	41186790	VPS18	forward	five_prime_utr	41186927
chr1	160232314	DCAF8	reverse	five_prime_utr	160232105
chr6	57182456	PRIM2	forward	five_prime_utr	57183238
chr9	116139027	HDHD3	reverse	five_prime_utr	116136755
chr12	56618512	NABP2	forward	five_prime_utr	56618544
chr1	46126007	GPBP1L1	reverse	five_prime_utr	46124802
chr11	47521130	CELF1	reverse	five_prime_utr	47521092
chr14	23388251	RBM23	reverse	five_prime_utr	23380612
chr6	90916327	BACH2	reverse	five_prime_utr	90798770
chr20	44566162	PCIF1	forward	five_prime_utr	44566206
chr14	103800769	EIF5	forward	five_prime_utr	103802176
chr2	162016903	TANK	forward	five_prime_utr	162016992
chr16	3030348	PKMYT1	reverse	five_prime_utr	3029805
chr6	19837930	ID4	forward	five_prime_utr	19837968
chr17	61678344	TACO1	forward	five_prime_utr	61678424
chr5	149535021	PDGFRB	reverse	five_prime_utr	149534956
chr17	76127374	TMC8	forward	five_prime_utr	76127583
chr1	203595857	ATP2B4	forward	five_prime_utr	203595970
chr19	54876561	LAIR1	reverse	five_prime_utr	54876517
chr13	37494273	SMAD9	reverse	five_prime_utr	37453986
chr3	167452706	PDCD10	reverse	five_prime_utr	167452650
chr11	18343941	GTF2H1	forward	five_prime_utr	18344216
chr17	36981565	CWC25	reverse	five_prime_utr	36981533
chr9	134151923	FAM78A	reverse	five_prime_utr	134151849
chr17	47491679	PHB	reverse	five_prime_utr	47491623
chr20	23331656	NXT1	forward	five_prime_utr	23334670
chr5	56471378	GPBP1	forward	five_prime_utr	56471419
chr16	84869812	CRISPLD2	forward	five_prime_utr	84869844
chr12	11324071	PRH1-PRR4	reverse	five_prime_utr	11323922
chr6	16761625	ATXN1	reverse	five_prime_utr	16658118
chr19	58400316	ZNF814	reverse	five_prime_utr_three_prime_utr	58400185
chr19	19144439	ARMC6	forward	five_prime_utr	19144633
chr18	3450304	TGIF1	forward	five_prime_utr	3450402
chr11	125439354	EI24	forward	five_prime_utr	125439473
chr17	76355976	SOCS3	reverse	five_prime_utr	76355827
chr6	18387708	RNF144B	forward	five_prime_utr	18387824
chr1	1209143	UBE2J2	reverse	five_prime_utr	1209081
chr2	170655437	SSB	forward	five_prime_utr	170655484
chr1	22778452	ZBTB40	forward	five_prime_utr	22778493
chr8	70408108	SULF1	forward	five_prime_utr	70408137
chr15	65282135	SPG21	reverse	five_prime_utr	65282037
chr20	37101495	RALGAPB	forward	five_prime_utr	37101644
chr5	94417285	MCTP1	reverse	five_prime_utr	94417193
chr6	111580563	MFSD4B	forward	five_prime_utr	111580751
chr14	93214962	LGMN	reverse	five_prime_utr	93214711
chr4	144258181	GAB1	forward	five_prime_utr	144258246
chr2	75787936	EVA1A	reverse	five_prime_utr	75787802
chr1	7844829	PER3	forward	five_prime_utr	7844879
chr10	27444119	YME1L1	reverse	five_prime_utr	27444054
chr1	38156201	C1orf109	reverse	five_prime_utr	38156028
chr19	40854625	PLD3	forward	five_prime_utr	40871674
chr19	50194544	CPT1C	forward	five_prime_utr	50194588
chr3	19988836	RAB5A	forward	five_prime_utr	19988877
chr5	102201743	PAM	forward	five_prime_utr	102201808
chr5	126112937	LMNB1	forward	five_prime_utr	126113092
chr10	124639114	FAM24B	reverse	five_prime_utr	124615294
chr1	21113769	HP1BP3	reverse	five_prime_utr	21107029
chr12	8185920	FOXJ2	forward	five_prime_utr	8186177
chr1	91487565	ZNF644	reverse	five_prime_utr	91447917
chr14	93762438	BTBD7	reverse	five_prime_utr	93762403
chr5	56471753	GPBP1	forward	five_prime_utr	56471806
chr8	126104189	NSMCE2	forward	five_prime_utr	126114364
chr19	12834734	TNPO2	reverse	five_prime_utr	12834702
chr1	38156074	C1orf109	reverse	five_prime_utr	38155961
chr17	73510285	CASKIN2	reverse	five_prime_utr	73510142
chr7	43690326	COA1	reverse	five_prime_utr	43688236
chr2	242626728	ING5	forward	five_prime_utr	242626835
chr5	137368511	FAM13B	reverse	five_prime_utr	137368467
chr9	22009170	CDKN2B	reverse	five_prime_utr	22009006
chrX	77041688	ATRX	reverse	five_prime_utr	77041620
chr14	75179703	AREL1	reverse	five_prime_utr	75179632
chr11	47736827	AGBL2	reverse	five_prime_utr	47736242
chr6	32120818	PRRT1	reverse	five_prime_utr	32119912
chr17	79792909	PPP1R27	reverse	five_prime_utr	79792865
chr11	129764323	NFRKB	reverse	five_prime_utr	129763255
chrX	122993909	XIAP	forward	five_prime_utr	122994016
chr1	156252541	SMG5	reverse	five_prime_utr	156252500
chr1	44679181	DMAP1	forward	five_prime_utr	44679282
chr11	844172	TSPAN4	forward	five_prime_utr	847266
chr16	69796233	WWP2	forward	five_prime_utr	69810095
chr19	8942063	ZNF558	reverse	five_prime_utr	8941998
chr17	40428306	STAT5B	reverse	five_prime_utr	40384149
chr1	93811508	DR1	forward	five_prime_utr	93811618
chr20	389178	RBCK1	forward	five_prime_utr	389306
chr2	48555712	FOXN2	forward	five_prime_utr	48555786
chr19	12405596	ZNF44	reverse	five_prime_utr	12405552
chr19	10765053	ILF3	forward	five_prime_utr	10781197
chr7	48128851	UPP1	forward	five_prime_utr	48129861
chr15	42787865	SNAP23	forward	five_prime_utr	42804031
chr12	68042693	DYRK2	forward	five_prime_utr	68042776
chr1	28834670	RCC1	forward	five_prime_utr	28843244
chr21	27107193	ATP5J	reverse	five_prime_utr	27106978
chr1	203765700	ZC3H11A	forward	five_prime_utr	203765822
chr1	180471659	ACBD6	reverse	five_prime_utr	180471570
chr1	209848847	G0S2	forward	five_prime_utr	209848930
chr10	104180641	FBXL15	forward	five_prime_utr	104180682
chr4	145567474	HHIP	forward	five_prime_utr	145567563
chr1	154192993	C1orf43	reverse	five_prime_utr	154192937
chr3	97483593	ARL6	forward	five_prime_utr	97483724
chr11	33183017	CSTF3	reverse	five_prime_utr	33182916
chr12	112280248	MAPKAPK5	forward	five_prime_utr	112280355
chr8	142011300	PTK2	reverse	five_prime_utr	142011220
chr13	42031751	RGCC	forward	five_prime_utr	42031783
chr10	104005476	GBF1	forward	five_prime_utr	104005511
chr10	28287977	ARMC4	reverse	five_prime_utr	28287834
chr5	55008108	SLC38A9	reverse	five_prime_utr	55008076
chr19	15443212	BRD4	reverse	five_prime_utr	15443027
chr17	38256408	NR1D1	reverse	five_prime_utr	38256373
chr22	50810472	PPP6R2	forward	five_prime_utr	50810546
chr6	36646637	CDKN1A	forward	five_prime_utr	36648374
chr10	121485646	INPP5F	forward	five_prime_utr	121485720
chr5	138677610	PAIP2	forward	five_prime_utr	138677750
chr1	54411240	HSPB11	reverse	five_prime_utr	54411208
chrX	107681558	COL4A6	reverse	five_prime_utr	107681523
chr11	6502539	ARFIP2	reverse	five_prime_utr	6502375
chr7	99006328	BUD31	forward	five_prime_utr	99006498
chr17	38975423	TMEM99	forward	five_prime_utr	38975491
chr8	119964215	TNFRSF11B	reverse	five_prime_utr	119964141
chr2	27886266	SUPT7L	reverse	five_prime_utr	27886192
chr19	44100806	ZNF576	forward	five_prime_utr	44100892
chr10	120101279	FAM204A	reverse	five_prime_utr	120101235
chr11	67275765	CDK2AP2	reverse	five_prime_utr	67275703
chr6	136610939	BCLAF1	reverse	five_prime_utr	136610880
chr15	75494345	C15orf39	forward	five_prime_utr	75498355
chr11	118436530	IFT46	reverse	five_prime_utr	118435737
chr3	169756717	GPR160	forward	five_prime_utr	169797623
chr7	100730331	TRIM56	forward	five_prime_utr	100730453
chr7	7222347	C1GALT1	forward	five_prime_utr	7222445
chr9	123964096	RAB14	reverse	five_prime_utr	123963965
chr1	63836476	ALG6	forward	five_prime_utr	63836517
chr21	47743268	C21orf58	reverse	five_prime_utr	47743230
chr1	173794047	DARS2	forward	five_prime_utr	173794121
chr4	90758248	SNCA	reverse	five_prime_utr	90756821
chr1	151319652	RFX5	reverse	five_prime_utr	151318992
chr15	43663464	TUBGCP4	forward	five_prime_utr	43663526
chr11	5701466	TRIM5	reverse	five_prime_utr	5701413
chr1	75198658	CRYZ	reverse	five_prime_utr	75198626
chr14	74482560	ENTPD5	reverse	five_prime_utr	74482528
chr11	60739287	CD6	forward	five_prime_utr	60739316
chr17	33694668	SLFN11	reverse	five_prime_utr	33694600
chr19	1941257	CSNK1G2	forward	five_prime_utr	1969519
chr10	99205924	ZDHHC16	forward	five_prime_utr	99206010
chr7	134331591	BPGM	forward	five_prime_utr	134343138
chr5	16741987	MYO10	reverse	five_prime_utr	16741934
chr19	49375701	PPP1R15A	forward	five_prime_utr	49375760
chr2	233599145	GIGYF2	forward	five_prime_utr	233599893
chr11	57529282	RP11-691N7.6	forward	five_prime_utr	57529488
chr17	71088787	SLC39A11	reverse	five_prime_utr	71088255
chr12	112856797	PTPN11	forward	five_prime_utr	112856853
chr9	131940530	IER5L	reverse	five_prime_utr	131940447
chr12	52463904	ATG101	forward	five_prime_utr	52464038
chrX	123480234	SH2D1A	forward	five_prime_utr	123480311
chr6	154677880	IPCEF1	reverse	five_prime_utr	154587083
chr12	57505062	STAT6	reverse	five_prime_utr	57504871
chr9	136918705	BRD3	reverse	five_prime_utr	136918625
chr17	48133494	ITGA3	forward	five_prime_utr	48133736
chr14	75179736	AREL1	reverse	five_prime_utr	75158989
chr2	170428631	FASTKD1	reverse	five_prime_utr	170428581
chr1	173793479	CENPL	reverse	five_prime_utr	173793117
chr5	43307920	HMGCS1	reverse	five_prime_utr	43307711
chr12	76953407	OSBPL8	reverse	five_prime_utr	76953264
chr3	128902727	CNBP	reverse	five_prime_utr	128902698
chr1	112170151	RAP1A	forward	five_prime_utr	112170243
chr7	23286335	GPNMB	forward	five_prime_utr	23286451
chr1	153599847	S100A13	reverse	five_prime_utr	153599611
chr1	115836360	NGF	reverse	five_prime_utr	115836244
chr4	101111506	DDIT4L	reverse	five_prime_utr	101111456
chr19	50380493	AKT1S1	reverse	five_prime_utr	50380461
chr2	68479653	RP11-474G23.1	reverse	five_prime_utr	68479474
chr20	36156196	BLCAP	reverse	five_prime_utr	36147722
chr2	85582831	ELMOD3	forward	five_prime_utr	85582926
chrX	102611429	TCEAL9	forward	five_prime_utr	102611557
chr1	36023449	NCDN	forward	five_prime_utr	36023673
chr1	75198709	CRYZ	reverse	five_prime_utr	75198626
chr3	38207152	OXSR1	forward	five_prime_utr	38207184
chr3	17784150	TBC1D5	reverse	five_prime_utr	17665386
chr3	113415280	USF3	reverse	five_prime_utr	113396222
chr3	99463797	COL8A1	forward	five_prime_utr	99463835
chr5	78908731	PAPD4	forward	five_prime_utr	78908772
chr14	45553369	PRPF39	forward	five_prime_utr	45564435
chr19	19303844	RFXANK	forward	five_prime_utr	19303936
chr17	7591811	WRAP53	forward	five_prime_utr	7591912
chr9	111696326	IKBKAP	reverse	five_prime_utr	111696081
chr1	209979336	IRF6	reverse	five_prime_utr	209979298
chrX	24179860	ZFX	forward	five_prime_utr	24180120
chr1	225965546	SRP9	forward	five_prime_utr	225965581
chr2	27301692	EMILIN1	forward	five_prime_utr	27301910
chr6	106773440	ATG5	reverse	five_prime_utr	106773402
chr3	49507956	DAG1	forward	five_prime_utr	49547950
chr12	3186573	TSPAN9	forward	five_prime_utr	3310349
chr5	98105268	RGMB	forward	five_prime_utr	98106335
chr20	58517319	FAM217B	forward	five_prime_utr	58517504
chrX	153626569	RPL10	forward	five_prime_utr	153626694
chr17	76993982	CANT1	reverse	five_prime_utr	76993902
chr2	192110312	MYO1B	forward	five_prime_utr	192110341
chr1	156031000	RAB25	forward	five_prime_utr	156031119
chr4	492852	ZNF721	reverse	five_prime_utr	492820
chr4	88141597	KLHL8	reverse	five_prime_utr	88141340
chr22	41682117	RANGAP1	reverse	five_prime_utr	41681986
chr5	176730556	RAB24	reverse	five_prime_utr	176730314
chr7	99149508	FAM200A	reverse	five_prime_utr	99146030
chr6	13961773	RNF182	forward	five_prime_utr	13977161
chr11	78285697	NARS2	reverse	five_prime_utr	78285611
chr19	51305525	C19orf48	reverse	five_prime_utr	51302547
chr15	50716661	USP8	forward	five_prime_utr	50716690
chr3	130613449	ATP2C1	forward	five_prime_utr	130613583
chr19	55853156	KMT5C	forward	five_prime_utr	55853206
chr3	87040252	VGLL3	reverse	five_prime_utr	87040187
chr17	46128207	NFE2L1	forward	five_prime_utr	46128374
chr8	142011305	PTK2	reverse	five_prime_utr	141958785
chr17	6544241	TXNDC17	forward	five_prime_utr	6544270
chr1	156163919	SLC25A44	forward	five_prime_utr	156164074
chr22	18640339	USP18	forward	five_prime_utr	18640368
chr3	50358840	HYAL2	reverse	five_prime_utr	50358793
chr5	78908696	PAPD4	forward	five_prime_utr	78908953
chr1	110162698	AMPD2	forward	five_prime_utr	110162787
chr2	45169063	SIX3	forward	five_prime_utr	45169215
chr3	113415325	USF3	reverse	five_prime_utr	113396222
chr15	43622928	ADAL	forward	five_prime_utr	43623029
chr5	49963341	PARP8	forward	five_prime_utr	49963391
chr1	54661387	RP11-446E24.4	reverse	five_prime_utr	54661289
chr14	50235091	KLHDC2	forward	five_prime_utr	50235168
chr12	56618299	NABP2	forward	five_prime_utr	56618451
chr7	94024281	COL1A2	forward	five_prime_utr	94024334
chr9	2015352	SMARCA2	forward	five_prime_utr	2015408
chr19	57079359	ZNF470	forward	five_prime_utr	57080146
chr5	175236056	CPLX2	forward	five_prime_utr	175305728
chr12	109125285	CORO1C	reverse	five_prime_utr	109125172
chr17	7165575	CLDN7	reverse	five_prime_utr	7165528
chr11	94229773	ANKRD49	forward	five_prime_utr	94229805
chr6	57037158	BAG2	forward	five_prime_utr	57037253
chr1	78470725	DNAJB4	forward	five_prime_utr	78470778
chr13	21635592	LATS2	reverse	five_prime_utr	21635500
chr6	88411900	AKIRIN2	reverse	five_prime_utr	88411769
chr12	72057547	ZFC3H1	reverse	five_prime_utr	72057494
chr1	203765673	ZC3H11A	forward	five_prime_utr	203765822
chr2	87034598	CD8A	reverse	five_prime_utr	87028699
chr2	12857510	TRIB2	forward	five_prime_utr	12857596
chr21	30397029	USP16	forward	five_prime_utr	30397067
chr2	61765268	XPO1	reverse	five_prime_utr	61765134
chr1	1260359	CPTP	forward	five_prime_utr	1260625
chr6	144164471	RP3-468K18.5	forward	five_prime_utr	144164596
chr6	36646647	CDKN1A	forward	five_prime_utr	36646724
chr7	104654703	KMT2E	forward	five_prime_utr	104654822
chr15	41408312	INO80	reverse	five_prime_utr	41408124
chr5	89825342	LYSMD3	reverse	five_prime_utr	89825274
chr11	121163408	SC5D	forward	five_prime_utr	121163476
chr2	24583226	ITSN2	reverse	five_prime_utr	24583083
chr2	139259471	SPOPL	forward	five_prime_utr	139259509
chr9	90341027	CTSL	forward	five_prime_utr	90341278
chr19	11039143	YIPF2	reverse	five_prime_utr	11039093
chr18	65183909	DSEL	reverse	five_prime_utr	65183766
chr6	37401003	CMTR1	forward	five_prime_utr	37401065
chr11	4629380	TRIM68	reverse	five_prime_utr	4629249
chr5	137368684	FAM13B	reverse	five_prime_utr	137368463
chr19	37019130	ZNF260	reverse	five_prime_utr	37016127
chr7	5460966	TNRC18	reverse	five_prime_utr	5460928
chr22	29999900	NF2	forward	five_prime_utr	29999932
chr7	91764125	LRRD1	reverse	five_prime_utr	91763976
chr10	120101788	FAM204A	reverse	five_prime_utr	120101729
chr3	33481810	UBP1	reverse	five_prime_utr	33481754
chr4	95376406	PDLIM5	forward	five_prime_utr	95376435
chr14	74482594	ENTPD5	reverse	five_prime_utr	74482547
chr2	3383601	TRAPPC12	forward	five_prime_utr	3383651
chr9	77703044	NMRK1	reverse	five_prime_utr	77702817
chr19	18682699	UBA52	forward	five_prime_utr	18683184
chr17	8339182	NDEL1	forward	five_prime_utr	8339367
chr9	92219961	GADD45G	forward	five_prime_utr	92220014
chr1	9751585	PIK3CD	forward	five_prime_utr	9751692
chr16	24267947	CACNG3	forward	five_prime_utr	24267991
chrX	153775798	IKBKG	forward	five_prime_utr	153775830
chr4	30722612	PCDH7	forward	five_prime_utr	30722662
chr4	174255479	HMGB2	reverse	five_prime_utr	174255324
chr14	50087313	RPL36AL	reverse	five_prime_utr	50085845
chr2	9563150	ITGB1BP1	reverse	five_prime_utr	9563007
chr1	93811712	DR1	forward	five_prime_utr	93811976
chr5	74162095	FAM169A	reverse	five_prime_utr	74161991
chr22	21271789	CRKL	forward	five_prime_utr	21271836
chrX	102942959	MORF4L2	reverse	five_prime_utr	102940169
chr3	183735744	ABCC5	reverse	five_prime_utr	183735610
chr2	106433040	NCK2	forward	five_prime_utr	106433129
chr20	43150673	SERINC3	reverse	five_prime_utr	43150635
chr4	1195106	SPON2	reverse	five_prime_utr	1193810
chr6	31627894	C6orf47	reverse	five_prime_utr	31627850
chr17	57784778	PTRH2	reverse	five_prime_utr	57777493
chr4	1723048	TMEM129	reverse	five_prime_utr	1722992
chr15	49913294	DTWD1	forward	five_prime_utr	49913431
chr2	179345376	PLEKHA3	forward	five_prime_utr	179345438
chrX	47327096	ZNF41	reverse	five_prime_utr	47326902
chr22	41252623	ST13	reverse	five_prime_utr	41252576
chr6	31126384	TCF19	forward	five_prime_utr	31126467
chr14	103801964	EIF5	forward	five_prime_utr	103802176
chr17	75089406	SEC14L1	forward	five_prime_utr	75089444
chr17	46128383	NFE2L1	forward	five_prime_utr	46128445
chr6	31704249	CLIC1	reverse	five_prime_utr	31704208
chrX	53713233	HUWE1	reverse	five_prime_utr	53713171
chr13	24734917	SPATA13	forward	five_prime_utr	24735012
chr16	30798411	ZNF629	reverse	five_prime_utr	30798244
chr13	47367566	ESD	reverse	five_prime_utr	47367528
chr1	85961958	DDAH1	reverse	five_prime_utr	85961911
chr8	74884385	TCEB1	reverse	five_prime_utr	74884308
chr3	143690969	C3orf58	forward	five_prime_utr	143691070
chr11	36616088	C11orf74	forward	five_prime_utr	36616129
chr1	154193095	C1orf43	reverse	five_prime_utr	154192937
chr20	3835224	MAVS	forward	five_prime_utr	3835265
chr16	4588739	CDIP1	reverse	five_prime_utr	4564592
chr16	30621594	ZNF689	reverse	five_prime_utr	30621532
chr8	101964333	YWHAZ	reverse	five_prime_utr	101964271
chr9	130616890	ENG	reverse	five_prime_utr	130616798
chr5	143550153	YIPF5	reverse	five_prime_utr	143550091
chr12	10365332	GABARAPL1	forward	five_prime_utr	10365636
chr11	63993569	TRPT1	reverse	five_prime_utr	63993528
chr2	69240412	ANTXR1	forward	five_prime_utr	69240528
chrX	123480253	SH2D1A	forward	five_prime_utr	123480300
chr1	151319013	RFX5	reverse	five_prime_utr	151318984
chr15	55611304	PIGB	forward	five_prime_utr	55611387
chr15	68570221	FEM1B	forward	five_prime_utr	68570310
chr1	151119021	SEMA6C	reverse	five_prime_utr	151118827
chr1	161195800	TOMM40L	forward	five_prime_utr	161195922
chr13	97927939	MBNL2	forward	five_prime_utr	97927995
chr7	56119136	PSPH	reverse	five_prime_utr	56118945
chr19	40854625	PLD3	forward	five_prime_utr	40871500
chr9	91003427	SPIN1	forward	five_prime_utr	91030527
chr12	124118338	GTF2H3	forward	five_prime_utr	124118370
chr2	180858181	CWC22	reverse	five_prime_utr	180858095
chr12	57505082	STAT6	reverse	five_prime_utr	57505008
chr1	203770870	ZC3H11A	forward	five_prime_utr	203770902
chr6	112408881	FAM229B	forward	five_prime_utr	112408916
chr4	120133837	USP53	forward	five_prime_utr	120134046
chr6	30688023	TUBB	forward	five_prime_utr	30688256
chr15	96874016	NR2F2	forward	five_prime_utr	96874192
chr4	159593374	ETFDH	forward	five_prime_utr	159593451
chr1	46269325	MAST2	forward	five_prime_utr	46269375
chr5	56471531	GPBP1	forward	five_prime_utr	56471593
chr8	41386854	GINS4	forward	five_prime_utr	41386919
chr1	145438524	TXNIP	reverse	five_prime_utr	145438577
chr3	134204423	ANAPC13	reverse	five_prime_utr	134204331
chr11	119211523	C1QTNF5	reverse	five_prime_utr_three_prime_utr	119211446
chrX	119384717	ZBTB33	forward	five_prime_utr	119386533
chr15	75074985	CSK	forward	five_prime_utr	75075065
chr4	89205592	PPM1K	reverse	five_prime_utr	89205554
chr16	75657040	ADAT1	reverse	five_prime_utr	75656969
chr10	69834957	HERC4	reverse	five_prime_utr	69832938
chr6	107811422	SOBP	forward	five_prime_utr	107811640
chr6	110499923	WASF1	reverse	five_prime_utr	110499882
chrX	47050279	UBA1	forward	five_prime_utr	47050353
chr9	136891427	LINC00094	forward	five_prime_utr	136891627
chr1	51434819	CDKN2C	forward	five_prime_utr	51434986
chr22	18561037	PEX26	forward	five_prime_utr	18561114
chr19	57702888	ZNF264	forward	five_prime_utr	57702944
chr6	144290113	PLAGL1	reverse	five_prime_utr	144290048
chr11	65837859	PACS1	forward	five_prime_utr	65837939
chr11	68035622	C11orf24	reverse	five_prime_utr	68035518
chr14	55518428	MAPK1IP1L	forward	five_prime_utr	55518493
chr7	100303803	POP7	forward	five_prime_utr	100303871
chr6	10748079	TMEM14B	forward	five_prime_utr	10748171
chrX	30889870	TAB3	reverse	five_prime_utr	30889841
chr6	30689531	TUBB	forward	five_prime_utr	30689638
chr7	134464431	CALD1	forward	five_prime_utr	134464472
chr19	9648992	ZNF426	reverse	five_prime_utr	9646980
chr8	93978263	TRIQK	reverse	five_prime_utr	93978168
chr20	45035208	ELMO2	reverse	five_prime_utr	45035179
chr18	53257011	TCF4	reverse	five_prime_utr	53256901
chr15	93443825	CHD2	forward	five_prime_utr	93443857
chr1	156698185	ISG20L2	reverse	five_prime_utr	156698105
chr9	77702933	NMRK1	reverse	five_prime_utr	77702729
chr4	103748906	UBE2D3	reverse	five_prime_utr	103747734
chr19	38734691	SPINT2	forward	five_prime_utr	38734798
chr16	66914487	PDP2	forward	five_prime_utr	66914663
chr19	19496886	GATAD2A	forward	five_prime_utr	19546973
chr19	54984313	CDC42EP5	reverse	five_prime_utr	54982860
